timestamp_utc,session_id,step,event_type,action,url_before,url_after,http_status,load_time_ms,page_title,candidate_count,chosen_text,chosen_href,content_sha256,viewport,user_agent,error
2026-07-04T16:08:25+00:00,65b33893-32cf-4628-8e6a-b6f08ebfd8bd,10,search_skipped,benign_search,http://10.34.100.110:8031/index.php/efgh/management/settings/website,http://10.34.100.110:8031/index.php/efgh/management/settings/website,,,,18,journal,,42d61e2680566d89ceebcc93a6ea49568926c5c07219abf9af012fc5c3202ab8,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),no_search_box
2026-07-04T16:08:28+00:00,65b33893-32cf-4628-8e6a-b6f08ebfd8bd,11,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/management/settings/website,http://10.34.100.110:8031/index.php/efgh/stats/publishedSubmissions,200,189,,9,Articles,http://10.34.100.110:8031/index.php/efgh/stats/publishedSubmissions,f22a965c787d15a8b802fcbcc0d58c89c95e6b210a94ff0b0d4a10e17fcf60d4,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:08:31+00:00,65b33893-32cf-4628-8e6a-b6f08ebfd8bd,12,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/stats/publishedSubmissions,http://10.34.100.110:8031/index.php/efgh/stats/publishedSubmissions,200,171,,9,Issues,http://10.34.100.110:8031/index.php/efgh/stats/publishedSubmissions,f22a965c787d15a8b802fcbcc0d58c89c95e6b210a94ff0b0d4a10e17fcf60d4,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:08:34+00:00,65b33893-32cf-4628-8e6a-b6f08ebfd8bd,13,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/stats/publishedSubmissions,http://10.34.100.110:8031/index.php/efgh/management/settings/access,200,162,,12,Users,http://10.34.100.110:8031/index.php/efgh/management/settings/access,87159a429fe65d0f85e681d25732a781ea43e1956e3f260d3c7a4f7b75a85d05,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:08:37+00:00,65b33893-32cf-4628-8e6a-b6f08ebfd8bd,14,search_skipped,benign_search,http://10.34.100.110:8031/index.php/efgh/management/settings/access,http://10.34.100.110:8031/index.php/efgh/management/settings/access,,,,14,article,,4310688bcb45fdc49aa46823103819029ed3a408c396064af8cd319ab3168ec5,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),no_search_box
2026-07-04T16:08:40+00:00,65b33893-32cf-4628-8e6a-b6f08ebfd8bd,15,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/management/settings/access,http://10.34.100.110:8031/index.php/efgh/management/settings/access,200,156,,12,Issues,http://10.34.100.110:8031/index.php/efgh/management/settings/access,87159a429fe65d0f85e681d25732a781ea43e1956e3f260d3c7a4f7b75a85d05,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:08:43+00:00,65b33893-32cf-4628-8e6a-b6f08ebfd8bd,16,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/management/settings/access,http://10.34.100.110:8031/index.php/efgh/management/settings/distribution,200,188,,12,Distribution,http://10.34.100.110:8031/index.php/efgh/management/settings/distribution,47c9e992ed3cfa8b233d0ce4cece5d7652fd6bd5a36c7f535cb6c712456f1a77,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:08:47+00:00,65b33893-32cf-4628-8e6a-b6f08ebfd8bd,17,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/management/settings/distribution,http://10.34.100.110:8031/index.php/efgh/management/settings/context,200,1616,,13,Journal,http://10.34.100.110:8031/index.php/efgh/management/settings/context,762173e37b7b126e0553f5705f63f259cd124295af635f6743f0dea9ddb8d10b,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:08:48+00:00,65b33893-32cf-4628-8e6a-b6f08ebfd8bd,18,search_skipped,benign_search,http://10.34.100.110:8031/index.php/efgh/management/settings/context,http://10.34.100.110:8031/index.php/efgh/management/settings/context,,,,15,article,,30220b68b89994fa002ef2e1b831e284e1326330131929e1608e28ed4a0c381e,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),no_search_box
2026-07-04T16:08:53+00:00,65b33893-32cf-4628-8e6a-b6f08ebfd8bd,19,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/management/settings/context,http://10.34.100.110:8031/index.php/efgh/management/settings/context,200,1413,,13,Issues,http://10.34.100.110:8031/index.php/efgh/management/settings/context,762173e37b7b126e0553f5705f63f259cd124295af635f6743f0dea9ddb8d10b,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:08:56+00:00,65b33893-32cf-4628-8e6a-b6f08ebfd8bd,20,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/management/settings/context,http://10.34.100.110:8031/index.php/efgh/submissions,200,261,,9,Submissions,http://10.34.100.110:8031/index.php/efgh/submissions,d63589f5b62327504582cd87864462569778b1bf05f606175ade27c0399a75d7,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:08:59+00:00,65b33893-32cf-4628-8e6a-b6f08ebfd8bd,21,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/submissions,http://10.34.100.110:8031/index.php/efgh/management/settings/distribution,200,163,,12,Distribution,http://10.34.100.110:8031/index.php/efgh/management/settings/distribution,47c9e992ed3cfa8b233d0ce4cece5d7652fd6bd5a36c7f535cb6c712456f1a77,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:09:03+00:00,65b33893-32cf-4628-8e6a-b6f08ebfd8bd,22,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/management/settings/distribution,http://10.34.100.110:8031/index.php/efgh/manageIssues,200,163,,9,Future Issues,http://10.34.100.110:8031/index.php/efgh/manageIssues,20a62b430a1724bca45ba1974d6b73d5635f9378e94a138b2ad4b9165882af89,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:09:06+00:00,65b33893-32cf-4628-8e6a-b6f08ebfd8bd,23,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/manageIssues,http://10.34.100.110:8031/index.php/efgh/management/tools,200,165,,10,Report Generator,http://10.34.100.110:8031/index.php/efgh/management/tools,e0281609750b4b877f9eaf21f7c23d0521b59370f3518029dd1868bbe65ec2b8,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:09:09+00:00,65b33893-32cf-4628-8e6a-b6f08ebfd8bd,24,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/management/tools,http://10.34.100.110:8031/index.php/efgh/management/tools,200,164,,10,Issues,http://10.34.100.110:8031/index.php/efgh/management/tools,e0281609750b4b877f9eaf21f7c23d0521b59370f3518029dd1868bbe65ec2b8,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:09:11+00:00,65b33893-32cf-4628-8e6a-b6f08ebfd8bd,25,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/management/tools,http://10.34.100.110:8031/index.php/efgh/management/statistics,200,158,,0,Report Generator,http://10.34.100.110:8031/index.php/efgh/management/statistics,a4d445775b1812ac7ef69b942c98970edc31afaee8271c0b9198e3694f11cc76,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:09:15+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,0,login,submit_login,,http://10.34.100.110:8031/index.php/efgh/submissions,200,3900,,9,[username],http://10.34.100.110:8031/index.php/efgh/login,d63589f5b62327504582cd87864462569778b1bf05f606175ade27c0399a75d7,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:09:16+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,1,page_view,open_admin_start_url,http://10.34.100.110:8031/index.php/efgh/submissions,http://10.34.100.110:8031/index.php/efgh/admin/index,200,295,,14,[admin_start],http://10.34.100.110:8031/index.php/efgh/admin/index,9e191e976689e56d049e1ca31f04c9eb59caf52f271543e3fb35243f787cbdd5,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:09:19+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,2,search_skipped,benign_search,http://10.34.100.110:8031/index.php/efgh/admin/index,http://10.34.100.110:8031/index.php/efgh/admin/index,,,,16,ojs,,8e6ea1f88146cdc44b466311eee4c513d7726067865ec99724db2dbdef5f3b51,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),no_search_box
2026-07-04T16:09:23+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,3,search_skipped,benign_search,http://10.34.100.110:8031/index.php/efgh/admin/index,http://10.34.100.110:8031/index.php/efgh/admin/index,,,,16,security,,8e6ea1f88146cdc44b466311eee4c513d7726067865ec99724db2dbdef5f3b51,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),no_search_box
2026-07-04T16:09:26+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,4,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/admin/index,http://10.34.100.110:8031/index.php/efgh/management/settings/publication,200,357,,13,Workflow,http://10.34.100.110:8031/index.php/efgh/management/settings/publication,38b43e9a2ec6f5c391de61f40b31b43af04e30e5a187f0bf162158df1c075c93,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:09:29+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,5,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/management/settings/publication,http://10.34.100.110:8031/index.php/efgh/$$$call$$$/tab/settings/publication-settings-tab/show-tab?tab=submissionStage,200,144,,0,Submission,http://10.34.100.110:8031/index.php/efgh/$$$call$$$/tab/settings/publication-settings-tab/show-tab?tab=submissionStage,a6b98df9f23bc5a6cc4047ee5f8f8858b9561443c51625a632a403fd2d8bbaa1,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:09:33+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,6,navigation,open_focus_seed_url,http://10.34.100.110:8031/index.php/efgh/$$$call$$$/tab/settings/publication-settings-tab/show-tab?tab=submissionStage,http://10.34.100.110:8031/index.php/efgh/manageIssues,200,166,,9,[focus_seed],http://10.34.100.110:8031/index.php/efgh/manageIssues,20a62b430a1724bca45ba1974d6b73d5635f9378e94a138b2ad4b9165882af89,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:09:36+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,7,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/manageIssues,http://10.34.100.110:8031/index.php/efgh/management/settings/publication,200,228,,13,Workflow,http://10.34.100.110:8031/index.php/efgh/management/settings/publication,38b43e9a2ec6f5c391de61f40b31b43af04e30e5a187f0bf162158df1c075c93,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:09:39+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,8,search_skipped,benign_search,http://10.34.100.110:8031/index.php/efgh/management/settings/publication,http://10.34.100.110:8031/index.php/efgh/management/settings/publication,,,,15,article,,42a6c227c9a97501d198efc25ab21a83ccf06361e108fbfc6fae5694317a2bc0,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),no_search_box
2026-07-04T16:09:43+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,9,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/management/settings/publication,http://10.34.100.110:8031/index.php/efgh/$$$call$$$/tab/settings/publication-settings-tab/show-tab?tab=submissionStage,200,146,,0,Submission,http://10.34.100.110:8031/index.php/efgh/$$$call$$$/tab/settings/publication-settings-tab/show-tab?tab=submissionStage,8af7fffe8d64112b9d3f18e72905a32221c73da6fa4e5c38e37986fa9dd96013,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:09:47+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,10,navigation,open_focus_seed_url,http://10.34.100.110:8031/index.php/efgh/$$$call$$$/tab/settings/publication-settings-tab/show-tab?tab=submissionStage,http://10.34.100.110:8031/index.php/efgh/management/settings/website,200,166,,16,[focus_seed],http://10.34.100.110:8031/index.php/efgh/management/settings/website,79e26fb62810faefc4aa43e3d4851fc86d6b44ce54e92d3b4ab7de0be338de55,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:09:52+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,11,dummy_upload,auto_dummy_upload_continue,http://10.34.100.110:8031/index.php/efgh/management/settings/website,http://10.34.100.110:8031/index.php/efgh/management/settings/website,200,2359,,5,"normal_activity_dummy_upload.png id=html5_1jsmu9c7312s31ddm16k8hvlba44 accept=.jpg,.jpeg,.png,.svg,.gif",http://10.34.100.110:8031/index.php/efgh/$$$call$$$/tab/settings/website-settings-tab/show-file-upload-form?fileSettingName=pageHeaderLogoImage&fileType=image,3891fadfb4f5899c286e29d13c583380a1fc4911f1ac8a9f2e9df5ffda2da94b,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:09:55+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,12,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/management/settings/website,http://10.34.100.110:8031/index.php/efgh/$$$call$$$/tab/settings/website-settings-tab/show-tab?tab=archiving,200,152,,0,Archiving,http://10.34.100.110:8031/index.php/efgh/$$$call$$$/tab/settings/website-settings-tab/show-tab?tab=archiving,9f544aca410b17358768f5943b8bc61c2108cfb55dad6699ace61f2537cefb69,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:09:58+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,13,navigation,open_focus_seed_url,http://10.34.100.110:8031/index.php/efgh/$$$call$$$/tab/settings/website-settings-tab/show-tab?tab=archiving,http://10.34.100.110:8031/index.php/efgh/admin/index,200,175,,14,[focus_seed],http://10.34.100.110:8031/index.php/efgh/admin/index,9e191e976689e56d049e1ca31f04c9eb59caf52f271543e3fb35243f787cbdd5,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:10:03+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,14,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/admin/index,http://10.34.100.110:8031/index.php/efgh/admin/contexts,200,169,,10,Hosted Journals,http://10.34.100.110:8031/index.php/efgh/admin/contexts,c43533bb249a23ce9d37211de6c7da4c854306dd20c46a75044ce526d2451072,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:10:05+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,15,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/admin/contexts,http://10.34.100.110:8031/index.php/efgh/management/settings/website,200,165,,16,Website,http://10.34.100.110:8031/index.php/efgh/management/settings/website,79e26fb62810faefc4aa43e3d4851fc86d6b44ce54e92d3b4ab7de0be338de55,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:10:07+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,16,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/management/settings/website,http://10.34.100.110:8031/index.php/efgh/$$$call$$$/tab/settings/website-settings-tab/show-tab?tab=navigationMenus,200,145,,0,Navigation Menus,http://10.34.100.110:8031/index.php/efgh/$$$call$$$/tab/settings/website-settings-tab/show-tab?tab=navigationMenus,c3205e9d076ac5d5faa72fe2e689f39d4cde3c6e661dcd88732bde17d22d7d6a,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:10:10+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,17,navigation,open_focus_seed_url,http://10.34.100.110:8031/index.php/efgh/$$$call$$$/tab/settings/website-settings-tab/show-tab?tab=navigationMenus,http://10.34.100.110:8031/index.php/efgh/submissions,200,175,,9,[focus_seed],http://10.34.100.110:8031/index.php/efgh/submissions,d63589f5b62327504582cd87864462569778b1bf05f606175ade27c0399a75d7,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:10:13+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,18,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/submissions,http://10.34.100.110:8031/index.php/efgh/stats/publishedSubmissions,200,186,,9,Articles,http://10.34.100.110:8031/index.php/efgh/stats/publishedSubmissions,f22a965c787d15a8b802fcbcc0d58c89c95e6b210a94ff0b0d4a10e17fcf60d4,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:10:17+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,19,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/stats/publishedSubmissions,http://10.34.100.110:8031/index.php/efgh/stats/publishedSubmissions,200,176,,9,Issues,http://10.34.100.110:8031/index.php/efgh/stats/publishedSubmissions,f22a965c787d15a8b802fcbcc0d58c89c95e6b210a94ff0b0d4a10e17fcf60d4,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:10:19+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,20,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/stats/publishedSubmissions,http://10.34.100.110:8031/index.php/efgh/management/settings/distribution,200,207,,12,Distribution,http://10.34.100.110:8031/index.php/efgh/management/settings/distribution,47c9e992ed3cfa8b233d0ce4cece5d7652fd6bd5a36c7f535cb6c712456f1a77,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:10:21+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,21,search,benign_search,http://10.34.100.110:8031/index.php/efgh/management/settings/distribution,http://10.34.100.110:8031/index.php/efgh/management/settings/distribution,,,,15,journal,,9ed60aea7357ec6efe2237e4bf4fb64716b630f9384834478871d4eeb2ded945,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:10:25+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,22,search,benign_search,http://10.34.100.110:8031/index.php/efgh/management/settings/distribution,http://10.34.100.110:8031/index.php/efgh/management/settings/distribution,,,,15,journal,,c070fde68cf75816609994e7f4f09740009bb7809edb29d2d4765d5f2a262d2c,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:10:31+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,23,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/management/settings/distribution,http://10.34.100.110:8031/index.php/efgh/management/settings/context,200,1475,,13,Journal,http://10.34.100.110:8031/index.php/efgh/management/settings/context,762173e37b7b126e0553f5705f63f259cd124295af635f6743f0dea9ddb8d10b,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:10:35+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,24,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/management/settings/context,http://10.34.100.110:8031/index.php/efgh/management/settings/context,200,1365,,13,Issues,http://10.34.100.110:8031/index.php/efgh/management/settings/context,762173e37b7b126e0553f5705f63f259cd124295af635f6743f0dea9ddb8d10b,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:10:38+00:00,c23c9eda-5947-485d-a6f2-3337d8a4eff4,25,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/management/settings/context,http://10.34.100.110:8031/index.php/efgh/management/settings/access,200,167,,12,Users,http://10.34.100.110:8031/index.php/efgh/management/settings/access,87159a429fe65d0f85e681d25732a781ea43e1956e3f260d3c7a4f7b75a85d05,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:10:44+00:00,c1daefde-5087-445d-b886-a6a67af18bc3,0,login,submit_login,,http://10.34.100.110:8031/index.php/efgh/submissions,200,5957,,9,[username],http://10.34.100.110:8031/index.php/efgh/login,d63589f5b62327504582cd87864462569778b1bf05f606175ade27c0399a75d7,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:10:44+00:00,c1daefde-5087-445d-b886-a6a67af18bc3,1,page_view,open_admin_start_url,http://10.34.100.110:8031/index.php/efgh/submissions,http://10.34.100.110:8031/index.php/efgh/submissions,200,448,,9,[admin_start],http://10.34.100.110:8031/index.php/efgh/submissions,d63589f5b62327504582cd87864462569778b1bf05f606175ade27c0399a75d7,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
2026-07-04T16:10:48+00:00,c1daefde-5087-445d-b886-a6a67af18bc3,2,navigation,open_internal_link,http://10.34.100.110:8031/index.php/efgh/submissions,http://10.34.100.110:8031/index.php/efgh/management/settings/publication,200,482,,13,Workflow,http://10.34.100.110:8031/index.php/efgh/management/settings/publication,38b43e9a2ec6f5c391de61f40b31b43af04e30e5a187f0bf162158df1c075c93,1366x768,NormalActivityResearchBot/1.0 (authorized lab data collection; contact: researcher@example.local),
